"(166.98, 169.68, 164.18, 164.51)","(164.415, 166.33, 162.3, 162.41)","(160.02, 162.3, 154.7, 161.62)","(158.98, 162.76, 157.02, 159.78)","(163.5, 164.3894, 157.82, 159.69)","(162.45, 163.84, 158.28, 159.22)","(165.71, 170.35, 162.8, 170.33)"
"(166.98, 169.68, 164.18, 164.51)","(164.415, 166.33, 162.3, 162.41)","(160.02, 162.3, 154.7, 161.62)","(158.98, 162.76, 157.02, 159.78)","(163.5, 164.3894, 157.82, 159.69)","(162.45, 163.84, 158.28, 159.22)","(165.71, 170.35, 162.8, 170.33)"
"(166.98, 169.68, 164.18, 164.51)","(164.415, 166.33, 162.3, 162.41)","(160.02, 162.3, 154.7, 161.62)","(158.98, 162.76, 157.02, 159.78)","(163.5, 164.3894, 157.82, 159.69)","(162.45, 163.84, 158.28, 159.22)","(165.71, 170.35, 162.8, 170.33)"
"(166.98, 169.68, 164.18, 164.51)","(164.415, 166.33, 162.3, 162.41)","(160.02, 162.3, 154.7, 161.62)","(158.98, 162.76, 157.02, 159.78)","(163.5, 164.3894, 157.82, 159.69)","(162.45, 163.84, 158.28, 159.22)","(165.71, 170.35, 162.8, 170.33)"
"(166.98, 169.68, 164.18, 164.51)","(164.415, 166.33, 162.3, 162.41)","(160.02, 162.3, 154.7, 161.62)","(158.98, 162.76, 157.02, 159.78)","(163.5, 164.3894, 157.82, 159.69)","(162.45, 163.84, 158.28, 159.22)","(165.71, 170.35, 162.8, 170.33)"
"(166.98, 169.68, 164.18, 164.51)","(164.415, 166.33, 162.3, 162.41)","(160.02, 162.3, 154.7, 161.62)","(158.98, 162.76, 157.02, 159.78)","(163.5, 164.3894, 157.82, 159.69)","(162.45, 163.84, 158.28, 159.22)","(165.71, 170.35, 162.8, 170.33)"
"(166.98, 169.68, 164.18, 164.51)","(164.415, 166.33, 162.3, 162.41)","(160.02, 162.3, 154.7, 161.62)","(158.98, 162.76, 157.02, 159.78)","(163.5, 164.3894, 157.82, 159.69)","(162.45, 163.84, 158.28, 159.22)","(165.71, 170.35, 162.8, 170.33)"
